time;frequency
2.6268;445.11
2.6297;445.11
2.6326;442.55
2.6355;442.55
2.6384;440
2.6413;440
2.6442;440
2.6471;437.47
2.65;437.47
2.6529;437.47
2.6558;442.55
2.6587;447.69
2.6616;450.28
2.6645;455.52
2.6674;463.48
2.6703;468.86
2.6732;479.82
2.6761;482.6
2.679;482.6
2.6819;482.6
2.6848;485.4
2.6877;491.04
2.6906;496.74
2.6935;502.52
2.6964;508.36
2.6993;508.36
2.7022;511.3
2.7051;508.36
2.708;508.36
2.7109;514.26
2.7138;517.24
2.7167;520.24
2.7196;508.36
2.7225;505.43
2.7254;508.36
2.7283;508.36
2.7312;505.43
2.7341;499.62
2.7371;493.88
2.74;493.88
2.7429;493.88
2.7458;493.88
2.7487;493.88
2.7516;493.88
2.7545;482.6
2.7574;471.58
2.7603;466.16
2.7632;466.16
2.7661;466.16
2.769;466.16
2.7719;466.16
2.7748;458.16
2.7777;452.89
2.7806;450.28
2.7835;450.28
2.7864;450.28
2.7893;452.89
2.7922;452.89
2.7951;450.28
2.798;450.28
2.8009;452.89
2.8038;452.89
2.8067;452.89
2.8096;455.52
2.8125;458.16
2.8154;463.48
2.8183;468.86
2.8212;471.58
2.8241;474.31
2.827;477.06
2.8299;482.6
2.8328;488.21
2.8357;493.88
2.8386;499.62
2.8415;502.52
2.8444;505.43
2.8473;505.43
2.8502;511.3
2.8532;514.26
2.8561;514.26
2.859;517.24
2.8619;520.24
2.8648;523.25
2.8677;517.24
2.8706;517.24
2.8735;514.26
2.8764;511.3
2.8793;508.36
2.8822;508.36
2.8851;511.3
2.888;511.3
2.8909;514.26
2.8938;511.3
2.8967;499.62
2.8996;493.88
2.9025;493.88
2.9054;493.88
2.9083;499.62
2.9112;499.62
2.9141;493.88
2.917;485.4
2.9199;474.31
2.9228;463.48
2.9257;460.81
2.9286;466.16
2.9315;466.16
2.9344;468.86
2.9373;468.86
2.9402;468.86
2.9431;463.48
2.946;460.81
2.9489;460.81
2.9518;463.48
2.9547;460.81
2.9576;460.81
2.9605;458.16
2.9634;455.52
2.9663;450.28
2.9693;458.16
2.9722;468.86
2.9751;479.82
2.978;491.04
2.9809;485.4
2.9838;488.21
2.9867;488.21
2.9896;491.04
2.9925;491.04
2.9954;491.04
2.9983;493.88
3.0012;502.52
3.0041;508.36
3.007;517.24
3.0099;514.26
3.0128;511.3
3.0157;511.3
3.0186;511.3
3.0215;511.3
3.0244;511.3
3.0273;508.36
3.0302;508.36
3.0331;508.36
3.036;502.52
3.0389;493.88
3.0418;505.43
3.0447;0
3.0476;0
3.0505;0
3.0534;0
3.0563;0
3.0592;0
3.0621;0
3.065;0
3.0679;0
3.0708;0
3.0737;0
3.0766;0
3.0795;0
3.0824;0
3.0854;0
3.0883;0
3.0912;0
3.0941;0
3.097;0
3.0999;0
3.1028;0
3.1057;0
3.1086;0
3.1115;0
3.1144;0
3.1173;0
3.1202;0
3.1231;0
3.126;0
3.1289;0
3.1318;0
3.1347;0
3.1376;0
3.1405;0
3.1434;0
3.1463;0
3.1492;0
3.1521;0
3.155;0
3.1579;0
3.1608;0
3.1637;437.47
3.1666;437.47
3.1695;437.47
3.1724;437.47
3.1753;447.69
3.1782;458.16
3.1811;468.86
3.184;479.82
3.1869;491.04
3.1898;502.52
3.1927;514.26
3.1956;526.28
3.1985;532.4
3.2015;538.58
3.2044;541.7
3.2073;548
3.2102;551.17
3.2131;554.37
3.216;560.81
3.2189;564.06
3.2218;564.06
3.2247;564.06
3.2276;564.06
3.2305;560.81
3.2334;557.58
3.2363;557.58
3.2392;557.58
3.2421;557.58
3.245;560.81
3.2479;557.58
3.2508;554.37
3.2537;548
3.2566;541.7
3.2595;538.58
3.2624;538.58
3.2653;541.7
3.2682;544.84
3.2711;554.37
3.274;560.81
3.2769;564.06
3.2798;564.06
3.2827;557.58
3.2856;551.17
3.2885;551.17
3.2914;551.17
3.2943;551.17
3.2972;551.17
3.3001;554.37
3.303;557.58
3.3059;560.81
3.3088;564.06
3.3117;0
3.3146;0
3.3176;0
3.3205;0
3.3234;0
3.3263;0
3.3292;0
3.3321;0
3.335;0
3.3379;0
3.3408;0
3.3437;0
3.3466;0
3.3495;0
3.3524;0
3.3553;0
3.3582;0
3.3611;0
3.364;0
3.3669;0
3.3698;0
3.3727;0
3.3756;0
3.3785;0
3.3814;0
3.3843;0
3.3872;0
3.3901;0
3.393;0
3.3959;0
3.3988;0
3.4017;0
3.4046;0
3.4075;0
3.4104;0
3.4133;0
3.4162;0
3.4191;0
3.422;0
3.4249;0
3.4278;0
3.4307;0
3.4337;0
3.4366;0
3.4395;0
3.4424;0
3.4453;0
3.4482;0
3.4511;0
3.454;0
3.4569;0
3.4598;0
3.4627;0
3.4656;0
3.4685;0
3.4714;0
3.4743;0
3.4772;0
3.4801;0
3.483;0
3.4859;0
3.4888;0
3.4917;0
3.4946;0
3.4975;0
3.5004;538.58
3.5033;541.7
3.5062;544.84
3.5091;544.84
3.512;544.84
3.5149;548
3.5178;551.17
3.5207;557.58
3.5236;560.81
3.5265;567.32
3.5294;570.61
3.5323;570.61
3.5352;570.61
3.5381;570.61
3.541;573.91
3.5439;573.91
3.5468;573.91
3.5498;573.91
3.5527;573.91
3.5556;573.91
3.5585;573.91
3.5614;573.91
3.5643;570.61
3.5672;570.61
3.5701;573.91
3.573;573.91
3.5759;560.81
3.5788;557.58
3.5817;560.81
3.5846;564.06
3.5875;560.81
3.5904;548
3.5933;535.48
3.5962;532.4
3.5991;520.24
3.602;514.26
3.6049;508.36
3.6078;502.52
3.6107;493.88
3.6136;491.04
3.6165;493.88
3.6194;493.88
3.6223;493.88
3.6252;491.04
3.6281;491.04
3.631;491.04
3.6339;493.88
3.6368;493.88
3.6397;496.74
3.6426;502.52
3.6455;505.43
3.6484;505.43
3.6513;508.36
3.6542;511.3
3.6571;520.24
3.66;523.25
3.6629;526.28
3.6659;529.33
3.6688;532.4
3.6717;535.48
3.6746;541.7
3.6775;544.84
3.6804;548
3.6833;551.17
3.6862;557.58
3.6891;567.32
3.692;573.91
3.6949;577.24
3.6978;580.58
3.7007;580.58
3.7036;583.95
3.7065;587.33
3.7094;590.73
3.7123;590.73
3.7152;590.73
3.7181;594.15
3.721;594.15
3.7239;594.15
3.7268;590.73
3.7297;594.15
3.7326;590.73
3.7355;590.73
3.7384;590.73
3.7413;590.73
3.7442;587.33
3.7471;583.95
3.75;583.95
3.7529;580.58
3.7558;577.24
3.7587;573.91
3.7616;564.06
3.7645;554.37
3.7674;541.7
3.7703;535.48
3.7732;529.33
3.7761;529.33
3.779;529.33
3.782;526.28
3.7849;526.28
3.7878;520.24
3.7907;514.26
3.7936;505.43
3.7965;496.74
3.7994;485.4
3.8023;482.6
3.8052;482.6
3.8081;482.6
3.811;482.6
3.8139;479.82
3.8168;482.6
3.8197;485.4
3.8226;488.21
3.8255;491.04
3.8284;491.04
3.8313;491.04
3.8342;493.88
3.8371;499.62
3.84;505.43
3.8429;517.24
3.8458;523.25
3.8487;523.25
3.8516;529.33
3.8545;535.48
3.8574;541.7
3.8603;548
3.8632;554.37
3.8661;557.58
3.869;560.81
3.8719;567.32
3.8748;570.61
3.8777;580.58
3.8806;583.95
3.8835;583.95
3.8864;590.73
3.8893;590.73
3.8922;594.15
3.8951;597.6
3.898;597.6
3.901;597.6
3.9039;597.6
3.9068;597.6
3.9097;594.15
3.9126;597.6
3.9155;594.15
3.9184;597.6
3.9213;594.15
3.9242;590.73
3.9271;587.33
3.93;580.58
3.9329;580.58
3.9358;577.24
3.9387;573.91
3.9416;573.91
3.9445;567.32
3.9474;554.37
3.9503;548
3.9532;538.58
3.9561;529.33
3.959;517.24
3.9619;517.24
3.9648;517.24
3.9677;517.24
3.9706;511.3
3.9735;508.36
3.9764;505.43
3.9793;499.62
3.9822;499.62
3.9851;493.88
3.988;496.74
3.9909;496.74
3.9938;499.62
3.9967;502.52
3.9996;502.52
4.0025;502.52
4.0054;511.3
4.0083;523.25
4.0112;526.28
4.0141;529.33
4.0171;529.33
4.02;535.48
4.0229;535.48
4.0258;541.7
4.0287;548
4.0316;560.81
4.0345;570.61
4.0374;577.24
4.0403;587.33
4.0432;587.33
4.0461;590.73
4.049;594.15
4.0519;594.15
4.0548;594.15
4.0577;594.15
4.0606;594.15
4.0635;590.73
4.0664;590.73
4.0693;583.95
4.0722;590.73
4.0751;583.95
4.078;564.06
4.0809;551.17
4.0838;544.84
4.0867;517.24
4.0896;0
4.0925;0
4.0954;0
4.0983;0
4.1012;0
4.1041;0
4.107;0
4.1099;0
4.1128;0
4.1157;0
4.1186;0
4.1215;0
4.1244;0
4.1273;0
4.1302;0
4.1332;0
4.1361;0
4.139;0
4.1419;0
4.1448;0
4.1477;0
4.1506;0
4.1535;0
4.1564;0
4.1593;0
4.1622;0
4.1651;0
4.168;0
4.1709;0
4.1738;0
4.1767;0
4.1796;0
4.1825;0
4.1854;0
4.1883;0
4.1912;0
4.1941;0
4.197;0
4.1999;0
4.2028;0
4.2057;0
4.2086;0
4.2115;0
4.2144;0
4.2173;0
4.2202;0
4.2231;0
4.226;0
4.2289;0
4.2318;0
4.2347;0
4.2376;0
4.2405;0
4.2434;0
4.2463;0
4.2493;0
4.2522;0
4.2551;0
4.258;0
4.2609;0
4.2638;0
4.2667;0
4.2696;0
4.2725;0
4.2754;0
4.2783;0
4.2812;0
4.2841;0
4.287;0
4.2899;0
4.2928;0
4.2957;0
4.2986;0
4.3015;0
4.3044;0
4.3073;0
4.3102;0
4.3131;0
4.316;0
4.3189;0
4.3218;0
4.3247;0
4.3276;0
4.3305;0
4.3334;0
4.3363;422.56
4.3392;432.44
4.3421;440
4.345;442.55
4.3479;445.11
4.3508;450.28
4.3537;460.81
4.3566;463.48
4.3595;468.86
4.3624;474.31
4.3654;479.82
4.3683;485.4
4.3712;488.21
4.3741;488.21
4.377;491.04
4.3799;493.88
4.3828;496.74
4.3857;496.74
4.3886;493.88
4.3915;491.04
4.3944;485.4
4.3973;491.04
4.4002;493.88
4.4031;493.88
4.406;493.88
4.4089;493.88
4.4118;491.04
4.4147;491.04
4.4176;482.6
4.4205;474.31
4.4234;474.31
4.4263;474.31
4.4292;471.58
4.4321;471.58
4.435;466.16
4.4379;460.81
4.4408;455.52
4.4437;450.28
4.4466;447.69
4.4495;447.69
4.4524;450.28
4.4553;450.28
4.4582;447.69
4.4611;440
4.464;440
4.4669;437.47
4.4698;437.47
4.4727;434.95
4.4756;434.95
4.4785;432.44
4.4815;432.44
4.4844;432.44
4.4873;434.95
4.4902;437.47
4.4931;445.11
4.496;452.89
4.4989;460.81
4.5018;466.16
4.5047;466.16
4.5076;468.86
4.5105;477.06
4.5134;479.82
4.5163;485.4
4.5192;488.21
4.5221;491.04
4.525;496.74
4.5279;499.62
4.5308;502.52
4.5337;508.36
4.5366;514.26
4.5395;523.25
4.5424;526.28
4.5453;529.33
4.5482;532.4
4.5511;535.48
4.554;535.48
4.5569;538.58
4.5598;538.58
4.5627;538.58
4.5656;541.7
4.5685;544.84
4.5714;541.7
4.5743;538.58
4.5772;538.58
4.5801;535.48
4.583;535.48
4.5859;538.58
4.5888;535.48
4.5917;535.48
4.5946;535.48
4.5976;529.33
4.6005;523.25
4.6034;511.3
4.6063;499.62
4.6092;488.21
4.6121;482.6
4.615;491.04
4.6179;485.4
4.6208;482.6
4.6237;471.58
4.6266;468.86
4.6295;460.81
4.6324;458.16
4.6353;458.16
4.6382;447.69
4.6411;437.47
4.644;434.95
4.6469;440
4.6498;440
4.6527;440
4.6556;442.55
4.6585;442.55
4.6614;437.47
4.6643;434.95
4.6672;432.44
4.6701;432.44
4.673;432.44
4.6759;432.44
4.6788;437.47
4.6817;440
4.6846;445.11
4.6875;447.69
4.6904;450.28
4.6933;452.89
4.6962;455.52
4.6991;458.16
4.702;460.81
4.7049;463.48
4.7078;471.58
4.7107;477.06
4.7137;482.6
4.7166;485.4
4.7195;488.21
4.7224;491.04
4.7253;493.88
4.7282;499.62
4.7311;505.43
4.734;514.26
4.7369;523.25
4.7398;526.28
4.7427;526.28
4.7456;529.33
4.7485;529.33
4.7514;529.33
4.7543;532.4
4.7572;532.4
4.7601;535.48
4.763;535.48
4.7659;532.4
4.7688;532.4
4.7717;529.33
4.7746;529.33
4.7775;526.28
4.7804;523.25
4.7833;523.25
4.7862;523.25
4.7891;520.24
4.792;520.24
4.7949;520.24
4.7978;520.24
4.8007;517.24
4.8036;505.43
4.8065;499.62
4.8094;496.74
4.8123;488.21
4.8152;477.06
4.8181;479.82
4.821;482.6
4.8239;479.82
4.8268;477.06
4.8298;474.31
4.8327;468.86
4.8356;463.48
4.8385;458.16
4.8414;447.69
4.8443;445.11
4.8472;447.69
4.8501;450.28
4.853;452.89
4.8559;458.16
4.8588;452.89
4.8617;445.11
4.8646;442.55
4.8675;442.55
4.8704;442.55
4.8733;452.89
4.8762;452.89
4.8791;460.81
4.882;468.86
4.8849;468.86
4.8878;468.86
4.8907;458.16
4.8936;460.81
4.8965;466.16
4.8994;477.06
4.9023;482.6
4.9052;485.4
4.9081;493.88
4.911;502.52
4.9139;502.52
4.9168;508.36
4.9197;511.3
4.9226;511.3
4.9255;514.26
4.9284;520.24
4.9313;520.24
4.9342;526.28
4.9371;529.33
4.94;532.4
4.9429;529.33
4.9459;532.4
4.9488;538.58
4.9517;538.58
4.9546;538.58
4.9575;535.48
4.9604;535.48
4.9633;532.4
4.9662;529.33
4.9691;523.25
4.972;526.28
4.9749;529.33
4.9778;529.33
4.9807;526.28
4.9836;523.25
4.9865;523.25
4.9894;520.24
4.9923;514.26
4.9952;508.36
4.9981;499.62
5.001;493.88
5.0039;482.6
5.0068;474.31
5.0097;471.58
5.0126;471.58
5.0155;471.58
5.0184;466.16
5.0213;460.81
5.0242;458.16
5.0271;455.52
5.03;455.52
5.0329;455.52
5.0358;452.89
5.0387;450.28
5.0416;447.69
5.0445;447.69
5.0474;450.28
5.0503;458.16
5.0532;460.81
5.0561;466.16
5.059;468.86
5.062;466.16
5.0649;466.16
5.0678;463.48
5.0707;460.81
5.0736;466.16
5.0765;477.06
5.0794;488.21
5.0823;499.62
5.0852;511.3
5.0881;523.25
5.091;535.48
5.0939;548
5.0968;551.17
5.0997;557.58
5.1026;544.84
5.1055;557.58
5.1084;0
5.1113;0
5.1142;0
5.1171;0
5.12;0
5.1229;0
5.1258;0
5.1287;0
5.1316;0
5.1345;0
5.1374;0
5.1403;0
5.1432;0
5.1461;0
5.149;0
5.1519;0
5.1548;0
5.1577;0
5.1606;0
5.1635;0
5.1664;0
5.1693;0
5.1722;0
5.1751;0
5.178;0
5.181;0
5.1839;0
5.1868;0
5.1897;0
5.1926;0
5.1955;0
5.1984;0
5.2013;0
5.2042;0
5.2071;0
5.21;0
5.2129;0
5.2158;0
5.2187;0
5.2216;0
5.2245;0
5.2274;0
5.2303;0
5.2332;0
5.2361;0
5.239;0
5.2419;0
5.2448;0
5.2477;0
5.2506;0
5.2535;0
5.2564;0
5.2593;0
5.2622;0
5.2651;0
5.268;0
5.2709;0
5.2738;0
5.2767;0
5.2796;0
5.2825;0
5.2854;0
5.2883;0
5.2912;0
5.2941;0
5.2971;0
5.3;0
5.3029;0
5.3058;0
5.3087;0
5.3116;0
5.3145;0
5.3174;0
5.3203;0
5.3232;0
5.3261;0
5.329;0
5.3319;0
5.3348;0
5.3377;0
5.3406;0
5.3435;0
5.3464;0
5.3493;0
5.3522;0
5.3551;0
5.358;0
5.3609;0
5.3638;0
5.3667;0
5.3696;0
5.3725;0
5.3754;0
5.3783;0
5.3812;0
5.3841;0
5.387;0
5.3899;0
5.3928;0
5.3957;0
5.3986;0
5.4015;0
5.4044;0
5.4073;0
5.4102;0
5.4132;0
5.4161;0
5.419;0
5.4219;0
5.4248;0
5.4277;0
5.4306;0
5.4335;0
5.4364;0
5.4393;0
5.4422;0
5.4451;0
5.448;0
5.4509;0
5.4538;0
5.4567;0
5.4596;0
5.4625;0
5.4654;0
5.4683;0
5.4712;0
5.4741;0
5.477;0
5.4799;0
